CustomerID,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,OrderDate,StockDate,OrderNumber,Product_ID,Customer_ID,Territory_ID,Region,Country,Continent,OrderQuantity_2015,OrderDate,StockDate,OrderNumber,Product_ID,Customer_ID,Territory_ID,OrderLineItem,OrderQuantity_2016,OrderDate,StockDate,OrderNumber,Product_ID,Customer_ID,OrderQuantity_2017,SubCatergory_id,Subcategory,categoryID,Category_Name,ProductName,ModelName,ProductDescription,ProductColor,ProductSize,ProductStyle,ProductCost,ProductPrice
127651,MR.,Wyatt,Wood,8/23/1971,S,M,Wyatt998@hotmail.com,41287,2,Partial College,Clerical,Y,12-05-2015,11-03-2002,SO48439,389,127651,7,France,France,Europe,1,9/15/2016,8/17/2003,SO54419,477,127651,7,3,2,5/28/2017,1/29/2004,SO71508,220,127651,1,31,Musical Instruments & Toys,4,Toys & School Supplies,Fun Box Dancing Duck,Fun Box,"Key Features of Fun Box Dancing Duck Min Age: 3 yrs Skillset: General Knowledge, Sensory Development, Rhythm & Pattern Recognition, Creativity & Imagination Type: Musical Learning Toys,Fun Box Dancing Duck (Multicolor) This musical duck has led lights. Duck dances with the flashing led light and mouth also opens. This toy is perfect for gifting purpose. Children really enjoys it. Color may vary as per stock availability., Suggestible for kids of above 6 months for fun and to calm them while crying, the manufacturers suggested age is 3+.,Specifications of Fun Box Dancing Duck (Multicolor) Product Dimensions Product Height 18 cm General Age Group 3 - 10 Years Ideal for Boys, Girls Type Musical Learning Toys Assembly Required No Character Duck Important Note The color of some product parts may vary from what is shown in the image Power Features Battery Type 3 In the Box 1 Dancing Duck",Blue,U,0,4.356796117,6.055825243
127651,MR.,Wyatt,Wood,8/23/1971,S,M,Wyatt998@hotmail.com,41287,2,Partial College,Clerical,Y,12-05-2015,11-03-2002,SO48439,389,127651,7,France,France,Europe,1,9/15/2016,6/29/2003,SO54419,479,127651,7,2,2,5/28/2017,1/29/2004,SO71508,220,127651,1,31,Musical Instruments & Toys,4,Toys & School Supplies,Fun Box Dancing Duck,Fun Box,"Key Features of Fun Box Dancing Duck Min Age: 3 yrs Skillset: General Knowledge, Sensory Development, Rhythm & Pattern Recognition, Creativity & Imagination Type: Musical Learning Toys,Fun Box Dancing Duck (Multicolor) This musical duck has led lights. Duck dances with the flashing led light and mouth also opens. This toy is perfect for gifting purpose. Children really enjoys it. Color may vary as per stock availability., Suggestible for kids of above 6 months for fun and to calm them while crying, the manufacturers suggested age is 3+.,Specifications of Fun Box Dancing Duck (Multicolor) Product Dimensions Product Height 18 cm General Age Group 3 - 10 Years Ideal for Boys, Girls Type Musical Learning Toys Assembly Required No Character Duck Important Note The color of some product parts may vary from what is shown in the image Power Features Battery Type 3 In the Box 1 Dancing Duck",Blue,U,0,4.356796117,6.055825243
127651,MR.,Wyatt,Wood,8/23/1971,S,M,Wyatt998@hotmail.com,41287,2,Partial College,Clerical,Y,12-05-2015,11-03-2002,SO48439,389,127651,7,France,France,Europe,1,9/15/2016,6/21/2003,SO54419,570,127651,7,1,1,5/28/2017,1/29/2004,SO71508,220,127651,1,31,Musical Instruments & Toys,4,Toys & School Supplies,Fun Box Dancing Duck,Fun Box,"Key Features of Fun Box Dancing Duck Min Age: 3 yrs Skillset: General Knowledge, Sensory Development, Rhythm & Pattern Recognition, Creativity & Imagination Type: Musical Learning Toys,Fun Box Dancing Duck (Multicolor) This musical duck has led lights. Duck dances with the flashing led light and mouth also opens. This toy is perfect for gifting purpose. Children really enjoys it. Color may vary as per stock availability., Suggestible for kids of above 6 months for fun and to calm them while crying, the manufacturers suggested age is 3+.,Specifications of Fun Box Dancing Duck (Multicolor) Product Dimensions Product Height 18 cm General Age Group 3 - 10 Years Ideal for Boys, Girls Type Musical Learning Toys Assembly Required No Character Duck Important Note The color of some product parts may vary from what is shown in the image Power Features Battery Type 3 In the Box 1 Dancing Duck",Blue,U,0,4.356796117,6.055825243
121224,MRS.,Brianna,Clark,3/30/1953,S,F,Brianna901@outlook.com,71636,2,High School,Professional,Y,02-07-2015,12/19/2001,SO45387,310,121224,1,Northwest,United States,North America,1,7/31/2016,5/28/2003,SO51678,214,121224,1,2,1,06-05-2017,03-10-2004,SO72256,568,121224,1,3,Others,1,Furniture,Springwel Single Spring Mattress,Springwel,"Key Features of Springwel Single Spring Mattress Pillow Top Mattress exceptional softness High Density PUF Sheet,Springwel Single Spring Mattress (1828.8 X 762 X 277 mm) Springwel Premium Collection of Pillow-Top Mattresses is a result of our continuous effort for greater comfort to fit into the lifestyle of those who demand the best. Besides all the properties of Pocketed Spring, these Pillow-Top mattresses have a luxurious top layer filled with anti-microbial treated polyester fibre. The fibre offers exceptional loft and softness while providing resilience to resist body impressions. INTERNAL CROSS SECTION :- A. Premium quality jacquard fabric with chain stitched quilting B. Luxurious Pillow-Top Layer filled with Soft Polyester fibre and foam C. High Density PUF Sheet as Comfort Layer D. High Density Rubberised Coir Sheet as Support Layer E. High Quality Polypropylene Mesh as Insulator F. High Tensil Pocket Springs made on Swiss Machines,Specifications of Springwel Single Spring Mattress (1828.8 X 762 X 277 mm) In The Box 1 Mattress Important Note Cancellation NOT allowed for this product after 24 hrs of order booking. General Brand Springwel Orthopaedic Support No Type Spring Reversible Mattress Yes Reinforced Edges No Filling Material Pocket Spring Thickness 277 mm Color Beige Pillow Top Yes Model Number PremiumCollection_TOP-10_Size-72x30_Thickness-10 Model Series Name Premium Collection Layers Multi Layer Length 1828.8 mm Width 762 mm Care Instructions Periodically rotate and flip mattress to retain it's shape, Clean spots/spills with mild detergent and wait till it fully dries up Size Single Dimensions Weight 21 kg Warranty Covered in Warranty Manufacturing defect and warranty Limited to sagging, crumbling & natural disintegration of only core , under normal conditions of domestic use. Warranty Summary upto 10 years Service Type Onsite not applicable Not Covered in Warranty Excludes losses resulting form natural wear, improper maintenance, wrong handling, excessive loading, negligence in use, folding of mattress and unsatisfactory foundation. Gaurantee/warranty does not cover fabric damage. Disclaimer - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through...View More - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through the entrance(s) and door(s) of the premises - Please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels - Flipkart, or the Seller delivering the product, will not take up any type of civil work, such as drilling holes in the wall to mount the product. The product will only be assembled in case carpentry assembly is required - In case the product appears to lack shine, wiping the surface with a cloth will help clear the surface of dust particles",Blue,72x30,0,172.4757282,213.592233
121224,MRS.,Brianna,Clark,3/30/1953,S,F,Brianna901@outlook.com,71636,2,High School,Professional,Y,02-07-2015,12/19/2001,SO45387,310,121224,1,Northwest,United States,North America,1,7/31/2016,5/28/2003,SO51678,362,121224,1,1,1,06-05-2017,03-10-2004,SO72256,568,121224,1,3,Others,1,Furniture,Springwel Single Spring Mattress,Springwel,"Key Features of Springwel Single Spring Mattress Pillow Top Mattress exceptional softness High Density PUF Sheet,Springwel Single Spring Mattress (1828.8 X 762 X 277 mm) Springwel Premium Collection of Pillow-Top Mattresses is a result of our continuous effort for greater comfort to fit into the lifestyle of those who demand the best. Besides all the properties of Pocketed Spring, these Pillow-Top mattresses have a luxurious top layer filled with anti-microbial treated polyester fibre. The fibre offers exceptional loft and softness while providing resilience to resist body impressions. INTERNAL CROSS SECTION :- A. Premium quality jacquard fabric with chain stitched quilting B. Luxurious Pillow-Top Layer filled with Soft Polyester fibre and foam C. High Density PUF Sheet as Comfort Layer D. High Density Rubberised Coir Sheet as Support Layer E. High Quality Polypropylene Mesh as Insulator F. High Tensil Pocket Springs made on Swiss Machines,Specifications of Springwel Single Spring Mattress (1828.8 X 762 X 277 mm) In The Box 1 Mattress Important Note Cancellation NOT allowed for this product after 24 hrs of order booking. General Brand Springwel Orthopaedic Support No Type Spring Reversible Mattress Yes Reinforced Edges No Filling Material Pocket Spring Thickness 277 mm Color Beige Pillow Top Yes Model Number PremiumCollection_TOP-10_Size-72x30_Thickness-10 Model Series Name Premium Collection Layers Multi Layer Length 1828.8 mm Width 762 mm Care Instructions Periodically rotate and flip mattress to retain it's shape, Clean spots/spills with mild detergent and wait till it fully dries up Size Single Dimensions Weight 21 kg Warranty Covered in Warranty Manufacturing defect and warranty Limited to sagging, crumbling & natural disintegration of only core , under normal conditions of domestic use. Warranty Summary upto 10 years Service Type Onsite not applicable Not Covered in Warranty Excludes losses resulting form natural wear, improper maintenance, wrong handling, excessive loading, negligence in use, folding of mattress and unsatisfactory foundation. Gaurantee/warranty does not cover fabric damage. Disclaimer - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through...View More - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through the entrance(s) and door(s) of the premises - Please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels - Flipkart, or the Seller delivering the product, will not take up any type of civil work, such as drilling holes in the wall to mount the product. The product will only be assembled in case carpentry assembly is required - In case the product appears to lack shine, wiping the surface with a cloth will help clear the surface of dust particles",Blue,72x30,0,172.4757282,213.592233
121263,MRS.,Bella,Johnson,04-03-1966,M,F,Bella672@gmail.com,91119,5,Partial College,Professional,Y,03-01-2015,01-09-2002,SO45581,313,121263,1,Northwest,United States,North America,1,07-01-2016,5/22/2003,SO51184,528,121263,1,3,2,06-12-2017,4/18/2004,SO72776,568,121263,1,3,Others,1,Furniture,Springwel Single Spring Mattress,Springwel,"Key Features of Springwel Single Spring Mattress Pillow Top Mattress exceptional softness High Density PUF Sheet,Springwel Single Spring Mattress (1828.8 X 762 X 277 mm) Springwel Premium Collection of Pillow-Top Mattresses is a result of our continuous effort for greater comfort to fit into the lifestyle of those who demand the best. Besides all the properties of Pocketed Spring, these Pillow-Top mattresses have a luxurious top layer filled with anti-microbial treated polyester fibre. The fibre offers exceptional loft and softness while providing resilience to resist body impressions. INTERNAL CROSS SECTION :- A. Premium quality jacquard fabric with chain stitched quilting B. Luxurious Pillow-Top Layer filled with Soft Polyester fibre and foam C. High Density PUF Sheet as Comfort Layer D. High Density Rubberised Coir Sheet as Support Layer E. High Quality Polypropylene Mesh as Insulator F. High Tensil Pocket Springs made on Swiss Machines,Specifications of Springwel Single Spring Mattress (1828.8 X 762 X 277 mm) In The Box 1 Mattress Important Note Cancellation NOT allowed for this product after 24 hrs of order booking. General Brand Springwel Orthopaedic Support No Type Spring Reversible Mattress Yes Reinforced Edges No Filling Material Pocket Spring Thickness 277 mm Color Beige Pillow Top Yes Model Number PremiumCollection_TOP-10_Size-72x30_Thickness-10 Model Series Name Premium Collection Layers Multi Layer Length 1828.8 mm Width 762 mm Care Instructions Periodically rotate and flip mattress to retain it's shape, Clean spots/spills with mild detergent and wait till it fully dries up Size Single Dimensions Weight 21 kg Warranty Covered in Warranty Manufacturing defect and warranty Limited to sagging, crumbling & natural disintegration of only core , under normal conditions of domestic use. Warranty Summary upto 10 years Service Type Onsite not applicable Not Covered in Warranty Excludes losses resulting form natural wear, improper maintenance, wrong handling, excessive loading, negligence in use, folding of mattress and unsatisfactory foundation. Gaurantee/warranty does not cover fabric damage. Disclaimer - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through...View More - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through the entrance(s) and door(s) of the premises - Please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels - Flipkart, or the Seller delivering the product, will not take up any type of civil work, such as drilling holes in the wall to mount the product. The product will only be assembled in case carpentry assembly is required - In case the product appears to lack shine, wiping the surface with a cloth will help clear the surface of dust particles",Blue,72x30,0,172.4757282,213.592233
121263,MRS.,Bella,Johnson,04-03-1966,M,F,Bella672@gmail.com,91119,5,Partial College,Professional,Y,03-01-2015,01-09-2002,SO45581,313,121263,1,Northwest,United States,North America,1,07-01-2016,3/15/2003,SO51184,220,121263,1,4,1,06-12-2017,4/18/2004,SO72776,568,121263,1,3,Others,1,Furniture,Springwel Single Spring Mattress,Springwel,"Key Features of Springwel Single Spring Mattress Pillow Top Mattress exceptional softness High Density PUF Sheet,Springwel Single Spring Mattress (1828.8 X 762 X 277 mm) Springwel Premium Collection of Pillow-Top Mattresses is a result of our continuous effort for greater comfort to fit into the lifestyle of those who demand the best. Besides all the properties of Pocketed Spring, these Pillow-Top mattresses have a luxurious top layer filled with anti-microbial treated polyester fibre. The fibre offers exceptional loft and softness while providing resilience to resist body impressions. INTERNAL CROSS SECTION :- A. Premium quality jacquard fabric with chain stitched quilting B. Luxurious Pillow-Top Layer filled with Soft Polyester fibre and foam C. High Density PUF Sheet as Comfort Layer D. High Density Rubberised Coir Sheet as Support Layer E. High Quality Polypropylene Mesh as Insulator F. High Tensil Pocket Springs made on Swiss Machines,Specifications of Springwel Single Spring Mattress (1828.8 X 762 X 277 mm) In The Box 1 Mattress Important Note Cancellation NOT allowed for this product after 24 hrs of order booking. General Brand Springwel Orthopaedic Support No Type Spring Reversible Mattress Yes Reinforced Edges No Filling Material Pocket Spring Thickness 277 mm Color Beige Pillow Top Yes Model Number PremiumCollection_TOP-10_Size-72x30_Thickness-10 Model Series Name Premium Collection Layers Multi Layer Length 1828.8 mm Width 762 mm Care Instructions Periodically rotate and flip mattress to retain it's shape, Clean spots/spills with mild detergent and wait till it fully dries up Size Single Dimensions Weight 21 kg Warranty Covered in Warranty Manufacturing defect and warranty Limited to sagging, crumbling & natural disintegration of only core , under normal conditions of domestic use. Warranty Summary upto 10 years Service Type Onsite not applicable Not Covered in Warranty Excludes losses resulting form natural wear, improper maintenance, wrong handling, excessive loading, negligence in use, folding of mattress and unsatisfactory foundation. Gaurantee/warranty does not cover fabric damage. Disclaimer - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through...View More - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through the entrance(s) and door(s) of the premises - Please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels - Flipkart, or the Seller delivering the product, will not take up any type of civil work, such as drilling holes in the wall to mount the product. The product will only be assembled in case carpentry assembly is required - In case the product appears to lack shine, wiping the surface with a cloth will help clear the surface of dust particles",Blue,72x30,0,172.4757282,213.592233
121263,MRS.,Bella,Johnson,04-03-1966,M,F,Bella672@gmail.com,91119,5,Partial College,Professional,Y,03-01-2015,01-09-2002,SO45581,313,121263,1,Northwest,United States,North America,1,07-01-2016,5/24/2003,SO51184,352,121263,1,1,1,06-12-2017,4/18/2004,SO72776,568,121263,1,3,Others,1,Furniture,Springwel Single Spring Mattress,Springwel,"Key Features of Springwel Single Spring Mattress Pillow Top Mattress exceptional softness High Density PUF Sheet,Springwel Single Spring Mattress (1828.8 X 762 X 277 mm) Springwel Premium Collection of Pillow-Top Mattresses is a result of our continuous effort for greater comfort to fit into the lifestyle of those who demand the best. Besides all the properties of Pocketed Spring, these Pillow-Top mattresses have a luxurious top layer filled with anti-microbial treated polyester fibre. The fibre offers exceptional loft and softness while providing resilience to resist body impressions. INTERNAL CROSS SECTION :- A. Premium quality jacquard fabric with chain stitched quilting B. Luxurious Pillow-Top Layer filled with Soft Polyester fibre and foam C. High Density PUF Sheet as Comfort Layer D. High Density Rubberised Coir Sheet as Support Layer E. High Quality Polypropylene Mesh as Insulator F. High Tensil Pocket Springs made on Swiss Machines,Specifications of Springwel Single Spring Mattress (1828.8 X 762 X 277 mm) In The Box 1 Mattress Important Note Cancellation NOT allowed for this product after 24 hrs of order booking. General Brand Springwel Orthopaedic Support No Type Spring Reversible Mattress Yes Reinforced Edges No Filling Material Pocket Spring Thickness 277 mm Color Beige Pillow Top Yes Model Number PremiumCollection_TOP-10_Size-72x30_Thickness-10 Model Series Name Premium Collection Layers Multi Layer Length 1828.8 mm Width 762 mm Care Instructions Periodically rotate and flip mattress to retain it's shape, Clean spots/spills with mild detergent and wait till it fully dries up Size Single Dimensions Weight 21 kg Warranty Covered in Warranty Manufacturing defect and warranty Limited to sagging, crumbling & natural disintegration of only core , under normal conditions of domestic use. Warranty Summary upto 10 years Service Type Onsite not applicable Not Covered in Warranty Excludes losses resulting form natural wear, improper maintenance, wrong handling, excessive loading, negligence in use, folding of mattress and unsatisfactory foundation. Gaurantee/warranty does not cover fabric damage. Disclaimer - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through...View More - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through the entrance(s) and door(s) of the premises - Please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels - Flipkart, or the Seller delivering the product, will not take up any type of civil work, such as drilling holes in the wall to mount the product. The product will only be assembled in case carpentry assembly is required - In case the product appears to lack shine, wiping the surface with a cloth will help clear the surface of dust particles",Blue,72x30,0,172.4757282,213.592233
121263,MRS.,Bella,Johnson,04-03-1966,M,F,Bella672@gmail.com,91119,5,Partial College,Professional,Y,03-01-2015,01-09-2002,SO45581,313,121263,1,Northwest,United States,North America,1,07-01-2016,03-07-2003,SO51184,537,121263,1,2,1,06-12-2017,4/18/2004,SO72776,568,121263,1,3,Others,1,Furniture,Springwel Single Spring Mattress,Springwel,"Key Features of Springwel Single Spring Mattress Pillow Top Mattress exceptional softness High Density PUF Sheet,Springwel Single Spring Mattress (1828.8 X 762 X 277 mm) Springwel Premium Collection of Pillow-Top Mattresses is a result of our continuous effort for greater comfort to fit into the lifestyle of those who demand the best. Besides all the properties of Pocketed Spring, these Pillow-Top mattresses have a luxurious top layer filled with anti-microbial treated polyester fibre. The fibre offers exceptional loft and softness while providing resilience to resist body impressions. INTERNAL CROSS SECTION :- A. Premium quality jacquard fabric with chain stitched quilting B. Luxurious Pillow-Top Layer filled with Soft Polyester fibre and foam C. High Density PUF Sheet as Comfort Layer D. High Density Rubberised Coir Sheet as Support Layer E. High Quality Polypropylene Mesh as Insulator F. High Tensil Pocket Springs made on Swiss Machines,Specifications of Springwel Single Spring Mattress (1828.8 X 762 X 277 mm) In The Box 1 Mattress Important Note Cancellation NOT allowed for this product after 24 hrs of order booking. General Brand Springwel Orthopaedic Support No Type Spring Reversible Mattress Yes Reinforced Edges No Filling Material Pocket Spring Thickness 277 mm Color Beige Pillow Top Yes Model Number PremiumCollection_TOP-10_Size-72x30_Thickness-10 Model Series Name Premium Collection Layers Multi Layer Length 1828.8 mm Width 762 mm Care Instructions Periodically rotate and flip mattress to retain it's shape, Clean spots/spills with mild detergent and wait till it fully dries up Size Single Dimensions Weight 21 kg Warranty Covered in Warranty Manufacturing defect and warranty Limited to sagging, crumbling & natural disintegration of only core , under normal conditions of domestic use. Warranty Summary upto 10 years Service Type Onsite not applicable Not Covered in Warranty Excludes losses resulting form natural wear, improper maintenance, wrong handling, excessive loading, negligence in use, folding of mattress and unsatisfactory foundation. Gaurantee/warranty does not cover fabric damage. Disclaimer - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through...View More - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through the entrance(s) and door(s) of the premises - Please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels - Flipkart, or the Seller delivering the product, will not take up any type of civil work, such as drilling holes in the wall to mount the product. The product will only be assembled in case carpentry assembly is required - In case the product appears to lack shine, wiping the surface with a cloth will help clear the surface of dust particles",Blue,72x30,0,172.4757282,213.592233
121422,MR.,Parker,Rogers,1/31/1948,M,M,Parker350@gmail.com,171838,4,Bachelors,Management,Y,2/22/2015,11/27/2001,SO45467,345,121422,10,United Kingdom,United Kingdom,Europe,1,08-07-2016,4/21/2003,SO52160,528,121422,10,3,3,3/23/2017,03-07-2004,SO66741,568,121422,1,3,Others,1,Furniture,Springwel Single Spring Mattress,Springwel,"Key Features of Springwel Single Spring Mattress Pillow Top Mattress exceptional softness High Density PUF Sheet,Springwel Single Spring Mattress (1828.8 X 762 X 277 mm) Springwel Premium Collection of Pillow-Top Mattresses is a result of our continuous effort for greater comfort to fit into the lifestyle of those who demand the best. Besides all the properties of Pocketed Spring, these Pillow-Top mattresses have a luxurious top layer filled with anti-microbial treated polyester fibre. The fibre offers exceptional loft and softness while providing resilience to resist body impressions. INTERNAL CROSS SECTION :- A. Premium quality jacquard fabric with chain stitched quilting B. Luxurious Pillow-Top Layer filled with Soft Polyester fibre and foam C. High Density PUF Sheet as Comfort Layer D. High Density Rubberised Coir Sheet as Support Layer E. High Quality Polypropylene Mesh as Insulator F. High Tensil Pocket Springs made on Swiss Machines,Specifications of Springwel Single Spring Mattress (1828.8 X 762 X 277 mm) In The Box 1 Mattress Important Note Cancellation NOT allowed for this product after 24 hrs of order booking. General Brand Springwel Orthopaedic Support No Type Spring Reversible Mattress Yes Reinforced Edges No Filling Material Pocket Spring Thickness 277 mm Color Beige Pillow Top Yes Model Number PremiumCollection_TOP-10_Size-72x30_Thickness-10 Model Series Name Premium Collection Layers Multi Layer Length 1828.8 mm Width 762 mm Care Instructions Periodically rotate and flip mattress to retain it's shape, Clean spots/spills with mild detergent and wait till it fully dries up Size Single Dimensions Weight 21 kg Warranty Covered in Warranty Manufacturing defect and warranty Limited to sagging, crumbling & natural disintegration of only core , under normal conditions of domestic use. Warranty Summary upto 10 years Service Type Onsite not applicable Not Covered in Warranty Excludes losses resulting form natural wear, improper maintenance, wrong handling, excessive loading, negligence in use, folding of mattress and unsatisfactory foundation. Gaurantee/warranty does not cover fabric damage. Disclaimer - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through...View More - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through the entrance(s) and door(s) of the premises - Please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels - Flipkart, or the Seller delivering the product, will not take up any type of civil work, such as drilling holes in the wall to mount the product. The product will only be assembled in case carpentry assembly is required - In case the product appears to lack shine, wiping the surface with a cloth will help clear the surface of dust particles",Blue,72x30,0,172.4757282,213.592233
121422,MR.,Parker,Rogers,1/31/1948,M,M,Parker350@gmail.com,171838,4,Bachelors,Management,Y,2/22/2015,11/27/2001,SO45467,345,121422,10,United Kingdom,United Kingdom,Europe,1,08-07-2016,7/19/2003,SO52160,362,121422,10,1,1,3/23/2017,03-07-2004,SO66741,568,121422,1,3,Others,1,Furniture,Springwel Single Spring Mattress,Springwel,"Key Features of Springwel Single Spring Mattress Pillow Top Mattress exceptional softness High Density PUF Sheet,Springwel Single Spring Mattress (1828.8 X 762 X 277 mm) Springwel Premium Collection of Pillow-Top Mattresses is a result of our continuous effort for greater comfort to fit into the lifestyle of those who demand the best. Besides all the properties of Pocketed Spring, these Pillow-Top mattresses have a luxurious top layer filled with anti-microbial treated polyester fibre. The fibre offers exceptional loft and softness while providing resilience to resist body impressions. INTERNAL CROSS SECTION :- A. Premium quality jacquard fabric with chain stitched quilting B. Luxurious Pillow-Top Layer filled with Soft Polyester fibre and foam C. High Density PUF Sheet as Comfort Layer D. High Density Rubberised Coir Sheet as Support Layer E. High Quality Polypropylene Mesh as Insulator F. High Tensil Pocket Springs made on Swiss Machines,Specifications of Springwel Single Spring Mattress (1828.8 X 762 X 277 mm) In The Box 1 Mattress Important Note Cancellation NOT allowed for this product after 24 hrs of order booking. General Brand Springwel Orthopaedic Support No Type Spring Reversible Mattress Yes Reinforced Edges No Filling Material Pocket Spring Thickness 277 mm Color Beige Pillow Top Yes Model Number PremiumCollection_TOP-10_Size-72x30_Thickness-10 Model Series Name Premium Collection Layers Multi Layer Length 1828.8 mm Width 762 mm Care Instructions Periodically rotate and flip mattress to retain it's shape, Clean spots/spills with mild detergent and wait till it fully dries up Size Single Dimensions Weight 21 kg Warranty Covered in Warranty Manufacturing defect and warranty Limited to sagging, crumbling & natural disintegration of only core , under normal conditions of domestic use. Warranty Summary upto 10 years Service Type Onsite not applicable Not Covered in Warranty Excludes losses resulting form natural wear, improper maintenance, wrong handling, excessive loading, negligence in use, folding of mattress and unsatisfactory foundation. Gaurantee/warranty does not cover fabric damage. Disclaimer - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through...View More - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through the entrance(s) and door(s) of the premises - Please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels - Flipkart, or the Seller delivering the product, will not take up any type of civil work, such as drilling holes in the wall to mount the product. The product will only be assembled in case carpentry assembly is required - In case the product appears to lack shine, wiping the surface with a cloth will help clear the surface of dust particles",Blue,72x30,0,172.4757282,213.592233
